state_slug,state_name,year,quarter,quarter_start_date,registered_count,source_file
chandigarh,Chandigarh,2018,4,2018-10-01,175644,data/aggregated/user/country/india/state/chandigarh/2018/4.json
chandigarh,Chandigarh,2019,1,2019-01-01,207673,data/aggregated/user/country/india/state/chandigarh/2019/1.json
chandigarh,Chandigarh,2019,2,2019-04-01,240155,data/aggregated/user/country/india/state/chandigarh/2019/2.json
chandigarh,Chandigarh,2019,3,2019-07-01,268117,data/aggregated/user/country/india/state/chandigarh/2019/3.json
chandigarh,Chandigarh,2019,4,2019-10-01,292017,data/aggregated/user/country/india/state/chandigarh/2019/4.json
chandigarh,Chandigarh,2020,1,2020-01-01,316683,data/aggregated/user/country/india/state/chandigarh/2020/1.json
chandigarh,Chandigarh,2020,2,2020-04-01,341687,data/aggregated/user/country/india/state/chandigarh/2020/2.json
chandigarh,Chandigarh,2020,3,2020-07-01,368783,data/aggregated/user/country/india/state/chandigarh/2020/3.json
chandigarh,Chandigarh,2020,4,2020-10-01,396747,data/aggregated/user/country/india/state/chandigarh/2020/4.json
chandigarh,Chandigarh,2021,1,2021-01-01,420246,data/aggregated/user/country/india/state/chandigarh/2021/1.json
chandigarh,Chandigarh,2021,2,2021-04-01,442163,data/aggregated/user/country/india/state/chandigarh/2021/2.json
chandigarh,Chandigarh,2021,3,2021-07-01,465065,data/aggregated/user/country/india/state/chandigarh/2021/3.json
chandigarh,Chandigarh,2021,4,2021-10-01,487572,data/aggregated/user/country/india/state/chandigarh/2021/4.json
chandigarh,Chandigarh,2022,1,2022-01-01,509170,data/aggregated/user/country/india/state/chandigarh/2022/1.json
chandigarh,Chandigarh,2022,2,2022-04-01,529517,data/aggregated/user/country/india/state/chandigarh/2022/2.json
chandigarh,Chandigarh,2022,3,2022-07-01,550651,data/aggregated/user/country/india/state/chandigarh/2022/3.json
chandigarh,Chandigarh,2022,4,2022-10-01,569949,data/aggregated/user/country/india/state/chandigarh/2022/4.json
chandigarh,Chandigarh,2023,1,2023-01-01,587987,data/aggregated/user/country/india/state/chandigarh/2023/1.json
chandigarh,Chandigarh,2023,2,2023-04-01,605280,data/aggregated/user/country/india/state/chandigarh/2023/2.json
chandigarh,Chandigarh,2023,3,2023-07-01,622265,data/aggregated/user/country/india/state/chandigarh/2023/3.json
chandigarh,Chandigarh,2023,4,2023-10-01,639168,data/aggregated/user/country/india/state/chandigarh/2023/4.json
chandigarh,Chandigarh,2024,1,2024-01-01,660057,data/aggregated/user/country/india/state/chandigarh/2024/1.json
chandigarh,Chandigarh,2024,2,2024-04-01,682073,data/aggregated/user/country/india/state/chandigarh/2024/2.json
chandigarh,Chandigarh,2024,3,2024-07-01,703169,data/aggregated/user/country/india/state/chandigarh/2024/3.json
chandigarh,Chandigarh,2024,4,2024-10-01,721374,data/aggregated/user/country/india/state/chandigarh/2024/4.json
chandigarh,Chandigarh,2025,1,2025-01-01,739749,data/aggregated/user/country/india/state/chandigarh/2025/1.json
chandigarh,Chandigarh,2025,2,2025-04-01,757963,data/aggregated/user/country/india/state/chandigarh/2025/2.json
chandigarh,Chandigarh,2025,3,2025-07-01,776162,data/aggregated/user/country/india/state/chandigarh/2025/3.json
chandigarh,Chandigarh,2025,4,2025-10-01,794106,data/aggregated/user/country/india/state/chandigarh/2025/4.json
chandigarh,Chandigarh,2026,1,2026-01-01,811491,data/aggregated/user/country/india/state/chandigarh/2026/1.json
chandigarh,Chandigarh,2026,2,2026-04-01,829123,data/aggregated/user/country/india/state/chandigarh/2026/2.json
chhattisgarh,Chhattisgarh,2018,1,2018-01-01,686395,data/aggregated/user/country/india/state/chhattisgarh/2018/1.json
chhattisgarh,Chhattisgarh,2018,2,2018-04-01,967619,data/aggregated/user/country/india/state/chhattisgarh/2018/2.json
chhattisgarh,Chhattisgarh,2018,3,2018-07-01,1229445,data/aggregated/user/country/india/state/chhattisgarh/2018/3.json
chhattisgarh,Chhattisgarh,2018,4,2018-10-01,1584333,data/aggregated/user/country/india/state/chhattisgarh/2018/4.json
chhattisgarh,Chhattisgarh,2019,1,2019-01-01,1925189,data/aggregated/user/country/india/state/chhattisgarh/2019/1.json
chhattisgarh,Chhattisgarh,2019,2,2019-04-01,2212185,data/aggregated/user/country/india/state/chhattisgarh/2019/2.json
chhattisgarh,Chhattisgarh,2019,3,2019-07-01,2488075,data/aggregated/user/country/india/state/chhattisgarh/2019/3.json
chhattisgarh,Chhattisgarh,2019,4,2019-10-01,2780915,data/aggregated/user/country/india/state/chhattisgarh/2019/4.json
chhattisgarh,Chhattisgarh,2020,1,2020-01-01,3094859,data/aggregated/user/country/india/state/chhattisgarh/2020/1.json
chhattisgarh,Chhattisgarh,2020,2,2020-04-01,3484888,data/aggregated/user/country/india/state/chhattisgarh/2020/2.json
chhattisgarh,Chhattisgarh,2020,3,2020-07-01,3897665,data/aggregated/user/country/india/state/chhattisgarh/2020/3.json
chhattisgarh,Chhattisgarh,2020,4,2020-10-01,4302482,data/aggregated/user/country/india/state/chhattisgarh/2020/4.json
chhattisgarh,Chhattisgarh,2021,1,2021-01-01,4682835,data/aggregated/user/country/india/state/chhattisgarh/2021/1.json
chhattisgarh,Chhattisgarh,2021,2,2021-04-01,5078626,data/aggregated/user/country/india/state/chhattisgarh/2021/2.json
chhattisgarh,Chhattisgarh,2021,3,2021-07-01,5517110,data/aggregated/user/country/india/state/chhattisgarh/2021/3.json
chhattisgarh,Chhattisgarh,2021,4,2021-10-01,5951381,data/aggregated/user/country/india/state/chhattisgarh/2021/4.json
chhattisgarh,Chhattisgarh,2022,1,2022-01-01,6380734,data/aggregated/user/country/india/state/chhattisgarh/2022/1.json
chhattisgarh,Chhattisgarh,2022,2,2022-04-01,6782654,data/aggregated/user/country/india/state/chhattisgarh/2022/2.json
chhattisgarh,Chhattisgarh,2022,3,2022-07-01,7211969,data/aggregated/user/country/india/state/chhattisgarh/2022/3.json
chhattisgarh,Chhattisgarh,2022,4,2022-10-01,7618238,data/aggregated/user/country/india/state/chhattisgarh/2022/4.json
